"name","gender","count","syllables"
"Chistian","M",219,2
"Chistie","F",5,2
"Chistina","F",282,3
"Chistine","F",68,3
"Chistopher","M",1430,3
"Chisty","F",5,2
"Chisum","M",80,2
"Chitara","F",47,3
"Chitina","F",5,3
"Chitose","F",6,3
"Chitra","F",33,2
"Chivas","M",134,2
"Chivon","F",207,2
"Chivonne","F",130,3
"Chiya","F",18,1
"Chiye","F",11,1
"Chiyeko","F",138,2
"Chiyo","F",130,1
"Chiyoka","F",5,2
"Chiyoko","F",544,2
"Chiyono","F",14,2
"Chizara","F",170,3
"Chizaram","F",218,3
"Chizaram","M",11,3
"Chizitelu","F",11,4
"Chizitere","F",16,4
"Chiziterem","F",16,4
"Chizoba","F",14,3
"Chizu","F",5,2
"Chizue","F",11,2
"Chizuko","F",169,3
"Chleo","F",6,1
"Chlo","F",14,1
"Chloa","F",43,1
"Chloe","F",203414,1
"Chloe","M",317,1
"Chloeann","F",100,1
"Chloeanne","F",61,2
"Chloee","F",1621,1
"Chloegrace","F",19,3
"Chloeigh","F",6,1
"Chloejane","F",6,3
"Chloelynn","F",34,2
"Chloemae","F",11,2
"Chloemarie","F",58,3
"Chloey","F",1105,1
"Chloi","F",43,1
"Chloie","F",1506,1
"Chlora","F",186,2
"Chlorene","F",27,3
"Chlorine","F",10,3
"Chloris","F",230,2
"Chloye","F",26,1
"Choice","F",10,2
"Choice","M",210,2
"Chol","M",17,1
"Chole","F",1651,2
"Cholena","F",5,3
"Chon","M",266,1
"Chona","F",37,2
"Chonda","F",189,2
"Chondra","F",218,2
"Chong","F",228,1
"Chong","M",336,1
"Chonita","F",213,3
"Chonna","F",10,2
"Chontae","F",17,2
"Chonte","F",58,2
"Chontel","F",62,2
"Chontell","F",16,2
"Chontelle","F",5,3
"Chord","M",65,1
"Chorlette","F",6,3
"Chosen","F",56,2
"Chosen","M",159,2
"Chosyn","F",5,2
"Chosyn","M",11,2
"Chou","M",60,1
"Choua","F",390,1
"Choua","M",86,1
"Choya","F",16,1
"Choya","M",73,1
"Choyce","F",33,2
"Choyce","M",48,2
"Chozen","M",63,2
"Chquita","F",5,2
"Chree","F",10,1
"Chrie","F",6,1
"Chris","F",22904,1
"Chris","M",144112,1
"Chrisa","F",92,2
"Chrisalyn","F",12,3
"Chrisalynn","F",5,3
"Chrisan","F",6,2
"Chrisander","M",5,3
"Chrisandra","F",283,3
"Chrisangel","M",90,3
"Chrisann","F",441,2
"Chrisanna","F",80,3
"Chrisanne","F",287,3
"Chrisanthe","F",5,3
"Chrisanthi","F",5,3
"Chrisanthony","M",17,4
"Chrisaun","M",5,2
"Chrisean","M",146,2
"Chrisel","F",5,2
"Chriselda","F",304,3
"Chriselle","F",32,3
"Chrisette","F",434,3
"Chrisha","F",119,2
"Chrishad","M",5,2
"Chrishae","F",12,2
"Chrishana","F",113,3
"Chrishanda","F",13,3
"Chrishanna","F",42,3
"Chrishaud","M",5,2
"Chrishaun","F",5,2
"Chrishaun","M",262,2
"Chrishauna","F",73,3
"Chrishaunda","F",5,3
"Chrishawn","F",48,2
"Chrishawn","M",500,2
"Chrishawna","F",81,3
"Chrishay","F",10,2
"Chrishayla","F",11,3
"Chrishea","F",5,2
"Chrishell","F",38,2
"Chrishelle","F",145,3
"Chrishiya","F",5,2
"Chrishna","F",5,2
"Chrishon","M",215,2
"Chrishona","F",5,3
"Chrishonda","F",135,3
"Chrishonna","F",12,3
"Chrishun","M",63,2
"Chrishya","F",5,2
"Chrisi","F",16,2
"Chrisie","F",230,2
"Chrisina","F",10,3
"Chrisinda","F",5,3
"Chrisine","F",15,3
"Chrisitan","M",8,3
"Chrisitne","F",5,3
"Chrisiyah","F",12,2
"Chrisley","F",42,2
"Chrisley","M",5,2
"Chrisly","F",5,2
"Chrislyn","F",549,2
"Chrislynn","F",343,2
"Chrisma","F",119,2
"Chrisna","F",10,2
"Chrisna","M",6,2
"Chrisopher","M",757,3
"Chrisotpher","M",108,3
"Chrisoula","F",98,3
"Chrispher","M",15,2
"Chrispin","M",10,2
"Chriss","F",150,1
"Chriss","M",460,1
"Chrissa","F",668,2
"Chrissandra","F",52,3
"Chrissean","M",10,2
"Chrissette","F",22,3
"Chrissey","F",31,2
"Chrisshawn","M",39,2
"Chrissi","F",76,2
"Chrissiana","F",6,3
"Chrissie","F",1095,2
"Chrissy","F",4273,2
"Christ","F",52,1
"Christ","M",3746,1
"Christa","F",32606,2
"Christa","M",27,2
"Christabel","F",688,3
"Christabell","F",60,3
"Christabella","F",174,4
"Christabelle","F",252,4
"Christafer","M",29,3
"Christain","F",305,2
"Christain","M",2054,2
"Christal","F",9612,2
"Christale","F",5,3
"Christalle","F",17,3
"Christalyn","F",288,3
"Christalynn","F",58,3
"Christan","F",1366,2
"Christan","M",1485,2
"Christana","F",219,3
"Christann","F",6,2
"Christanna","F",36,3
"Christany","F",22,3
"Christapher","M",691,3
"Christaphor","M",6,3
"Christasha","F",5,3
"Christasia","F",136,3
"Christe","F",331,2
"Christean","F",167,2
"Christeanna","F",6,3
"Christee","F",180,2
"Christeen","F",2667,2
"Christeena","F",274,3
"Christel","F",3654,2
"Christela","F",6,3
"Christell","F",465,2
"Christella","F",687,3
"Christelle","F",965,3
"Christen","F",11421,2
"Christen","M",2061,2
"Christena","F",2833,3
"Christene","F",4916,3
"Christenia","F",11,3
"Christepher","M",286,3
"Christer","M",5,2
"Christerfer","M",30,3
"Christerpher","M",276,3
"Christerphor","M",8,3
"Christey","F",40,2
"Christhian","M",47,2
"Christhoper","M",88,3
"Christhopher","M",41,3
"Christi","F",20866,2
"Christi","M",22,2
"Christia","F",725,2
"Christia","M",82,2
"Christiaan","M",858,2
"Christiam","M",5,2
"Christian","F",19475,2
"Christian","M",414880,2
"Christiana","F",10146,3
"Christianah","F",6,3
"Christianalexan","M",5,5
"Christiananthon","M",12,4
"Christiandaniel","M",7,4
"Christiane","F",2244,3
"Christiane","M",6,3
"Christianjacob","M",22,4
"Christianjames","M",141,4
"Christianjay","M",10,3
"Christianjohn","M",17,3
"Christianjoseph","M",22,4
"Christianjoshua","M",5,4
"Christianmichae","M",11,4
"Christiann","F",308,2
"Christianna","F",2941,3
"Christianne","F",1423,3
"Christiano","M",646,3
"Christianpaul","M",13,3
"Christianson","M",5,3
"Christie","F",45803,2
"Christie","M",883,2
"Christieann","F",6,2
"Christielee","F",5,3
"Christien","F",136,2
"Christien","M",906,2
"Christiene","F",6,3
"Christienne","F",40,3
"Christifer","M",179,3
"Christin","F",11124,2
"Christin","M",995,2
"Christina","F",475751,3
"Christina","M",1989,3
"Christinamarie","F",163,5
"Christine","F",584566,3
"Christine","M",2030,3
"Christinea","F",92,3
"Christineanne","F",5,4
"Christinejoy","F",26,4
"Christinemarie","F",26,5
"Christing","F",5,2
"Christinia","F",1284,3
"Christinna","F",75,3
"Christino","M",62,3
"Christion","F",17,2
"Christion","M",1156,2
"Christiona","F",107,3
"Christionna","F",102,3
"Christiopher","M",35,3
"Christipher","M",620,3
"Christiyana","F",22,3
"Christl","F",61,1
"Christle","F",526,2
"Christlyn","F",31,2
"Christlynn","F",11,2
"Christmas","F",154,2
"Christna","F",105,2
"Christne","F",60,2
"Christo","M",588,2
"Christobal","M",742,3
"Christobel","F",37,3
"Christof","M",59,2
"Christofer","M",3642,3
"Christoff","M",49,2
"Christoffer","M",722,3
"Christofher","M",25,3
"Christoher","M",1090,3
"Christohper","M",424,3
"Christohpher","M",13,3
"Christol","F",243,2
"Christola","F",6,3
"Christon","F",231,2
"Christon","M",1127,2
"Christoopher","M",6,3
"Christop","M",1082,2
"Christopehr","M",15,3
"Christoper","M",3136,3
"Christoph","M",1091,2
"Christophe","M",4514,3
"Christophel","M",9,3
"Christophen","M",28,3
"Christopher","F",9462,3
"Christopher","M",2022164,3
"Christopheranth","M",6,4
"Christopherdavi","M",5,5
"Christophere","M",189,4
"Christopherjame","M",108,5
"Christopherjohn","M",118,4
"Christopherjose","M",22,5
"Christopherjr","M",5,3
"Christopherlee","M",32,4
"Christophermich","M",52,4
"Christopherpaul","M",5,4
"Christopherryan","M",11,4
"Christophor","M",537,3
"Christophr","M",403,2
"Christopoher","M",13,4
"Christorpher","M",176,3
"Christos","M",2637,2
"Christoval","M",47,3
"Christpher","M",1305,2
"Christphor","M",261,2
"Christpoher","M",61,3
"Christropher","M",315,3
"Christy","F",98180,2
"Christy","M",1940,2
"Christyan","F",5,2
"Christyan","M",273,2
"Christyana","F",222,3
"Christyann","F",68,2
"Christyanna","F",105,3
"Christye","F",32,2
"Christyl","F",142,2
"Christyle","F",8,3
"Christylee","F",5,3
"Christyn","F",1029,2
"Christyn","M",6,2
"Christyna","F",388,3
"Christyne","F",241,3
"Christyonna","F",10,3
"Chrisy","F",216,2
"Chritian","M",7,2
"Chritina","F",48,3
"Chritine","F",8,3
"Chritopher","M",341,3
"Chrles","M",198,1
"Chrostopher","M",22,3
"Chrsitina","F",25,3
"Chrsitine","F",11,3
"Chrsitopher","M",176,3
"Chrstina","F",38,2
"Chrstine","F",11,2
"Chrstopher","M",74,2
"Chryel","F",22,1
"Chryl","F",261,1
"Chrys","F",194,1
"Chrys","M",26,1
"Chrysa","F",94,2
"Chrysander","M",11,3
"Chrysanne","F",12,3
"Chrysanthe","F",30,3
"Chrysanthemum","F",47,4
"Chrysanthia","F",6,3
"Chrysoula","F",5,3
"Chryssa","F",21,2
"Chrysta","F",573,2
"Chrystal","F",15679,2
"Chrystal","M",5,2
"Chrystalyn","F",5,3
"Chrystan","F",11,2
"Chrysteen","F",5,2
"Chrystel","F",77,2
"Chrystell","F",7,2
"Chrystelle","F",39,3
"Chrysten","F",62,2
"Chrystene","F",12,3
"Chrysti","F",50,2
"Chrystian","F",70,2
"Chrystian","M",725,2
"Chrystiana","F",11,3
"Chrystie","F",346,2
"Chrystin","F",45,2
"Chrystina","F",585,3
"Chrystine","F",356,3
"Chrystle","F",249,2
"Chrystopher","M",367,3
"Chrystyan","M",5,2
"Chrystyna","F",25,3
"Chu","M",13,1
"Chua","F",24,1
"Chubasco","M",5,3
"Chubbie","M",5,2
"Chubby","M",14,2
"Chuck","M",17821,1
"Chuckie","M",616,2
"Chucky","M",609,2
"Chudney","F",76,2
"Chudney","M",5,2
"Chue","F",5,1
"Chue","M",329,1
"Chuefeng","M",5,2
"Chueyee","M",27,1
"Chuka","M",10,2
"Chukwubuikem","M",12,4
"Chukwudi","M",181,3
"Chukwudubem","M",5,4
"Chukwuebuka","M",129,4
"Chukwuemeka","M",600,4
"Chukwuka","M",65,3
"Chukwuma","M",181,3
"Chukwunonso","M",13,4
"Chuma","M",5,2
"Chumani","F",11,3
"Chumy","F",21,2
"Chun","F",22,1
"Chun","M",98,1
"Chuna","M",5,2
"Chundra","F",58,2
"Chung","F",11,1
"Chung","M",198,1
"Chunta","F",5,2
"Chuong","M",85,1
"Church","M",11,1
"Churchel","M",5,2
"Churchill","M",95,2
"Chutney","F",13,2
"Chuy","M",11,1
"Chy","F",11,1
"Chyan","F",128,1
"Chyana","F",10,2
"Chyane","F",95,2
"Chyann","F",911,1
"Chyanna","F",313,2
"Chyanne","F",2830,2
"Chyanne","M",5,2
"Chyeanne","F",15,2
"Chyene","F",5,2
"Chyenna","F",5,2
"Chyenne","F",1356,2
"Chyenne","M",5,2
"Chyla","F",382,2
"Chylah","F",12,2
"Chylar","F",7,2
"Chylee","F",40,2
"Chyleen","F",9,2
"Chyler","F",253,2
"Chyler","M",52,2
"Chyles","F",14,2
"Chylie","F",7,2
"Chylynn","F",5,2
"Chyna","F",5475,2
"Chynah","F",144,2
"Chynia","F",25,2
"Chynna","F",2227,2
"Chynthia","F",5,2
"Chyra","F",48,2
"Chyral","F",20,2
"Chyrel","F",265,2
"Chyrell","F",28,2
"Chyrisse","F",15,3
"Chyrl","F",312,1
"Chyrle","F",27,2
"Chyrstal","F",28,2
"Chystal","F",45,2
"Chyvonne","F",26,3
"Cia","F",70,1
"Ciah","F",5,1
"Ciaira","F",171,2
"Cian","F",27,1
"Cian","M",2656,1
"Ciana","F",2182,2
"Cianah","F",5,2
"Cianan","M",30,2
"Ciandra","F",48,2
"Ciane","F",6,2
"Ciani","F",604,2
"Cianie","F",5,2
"Cianna","F",2422,2
"Ciannah","F",19,2
"Cianne","F",46,2
"Cianni","F",402,2
"Cianny","F",10,2
"Ciara","F",33295,2
"Ciara","M",7,2
"Ciarah","F",259,2
"Ciaran","F",30,2
"Ciaran","M",1569,2
"Ciaria","F",11,2
"Ciarra","F",3323,2
"Ciarrah","F",81,2
"Ciasia","F",11,2
"Ciauna","F",10,2
"Ciboney","F",5,3
"Cicel","M",51,2
"Ciceley","F",6,3
"Cicely","F",2313,3
"Cicero","M",1433,3
"Cici","F",77,2
"Cicilia","F",87,3
"Cicily","F",633,3
"Ciclali","F",53,3
"Ciclaly","F",77,3
"Cicley","F",74,2
"Cid","M",192,1
"Cidalia","F",11,3
"Cidnee","F",56,2
"Cidney","F",875,2
"Cidney","M",17,2
"Cidni","F",5,2
"Cidnie","F",5,2
"Cie","F",11,1
"Cieana","F",5,2
"Cieanna","F",75,2
"Cieara","F",528,2
"Ciearra","F",247,2
"Ciel","F",220,1
"Ciel","M",114,1
"Ciela","F",157,2
"Cielita","F",31,3
"Ciella","F",56,2
"Cielle","F",62,2
"Cielo","F",2870,2
"Cielo","M",44,2
"Ciena","F",293,2
"Cienna","F",2215,2
"Ciera","F",11242,2
"Ciera","M",5,2
"Cierah","F",107,2
"Cieran","M",6,2
"Cieria","F",52,2
"Cierra","F",27203,2
"Cierra","M",36,2
"Cierrah","F",282,2
"Cierre","F",26,2
"Cierria","F",128,2
"Ciersten","F",6,2
"Cigi","F",92,2
"Ciin","F",58,1
"Cija","F",6,2
"Ciji","F",579,2
"Cilas","M",33,2
"Ciley","F",5,2
"Cilia","F",48,2
"Cilicia","F",149,3
"Cilla","F",37,2
"Cillian","M",1040,2
"Cilton","M",5,2
"Cimara","F",5,3
"Cimarron","F",6,3
"Cimarron","M",42,3
"Cimberly","F",60,3
"Cimone","F",202,3
"Cimora","F",7,3
"Cin","M",20,1
"Cina","F",114,2
"Cinamon","F",49,3
"Cinar","M",6,2
"Cincere","F",117,3
"Cincere","M",494,3
"Cinch","M",133,1
"Cind","F",5,1
"Cinda","F",4590,2
"Cindal","F",7,2
"Cinde","F",201,2
"Cindee","F",880,2
"Cindel","F",203,2
"Cindell","F",5,2
"Cinder","F",39,2
"Cinderella","F",863,4
"Cindey","F",13,2
"Cindi","F",7689,2
"Cindia","F",416,2
"Cindie","F",1022,2
"Cindra","F",604,2
"Cindy","F",256225,2
"Cindy","M",771,2
"Cindya","F",5,2
"Cindyann","F",15,2
"Cindye","F",6,2
"Cindylee","F",34,3
"Cindylou","F",44,3
"Cing","F",351,1
"Ciniya","F",51,2
"Ciniyah","F",48,2
"Cinnamin","F",6,3
"Cinnamon","F",2022,3
"Cinque","M",327,2
"Cinsere","F",5,3
"Cinsere","M",62,3
"Cinthia","F",5955,2
"Cinthia","M",6,2
"Cinthya","F",1744,2
"Cintia","F",858,2
"Cintra","F",5,2
"Cintya","F",141,2
"Cinya","F",6,2
"Cinzia","F",79,2
"Ciomara","F",29,3
"Cion","M",27,1
"Ciona","F",36,2
"Cionna","F",135,2
"Cionne","F",6,2
"Cionni","F",6,2
"Ciprian","M",6,2
"Cipriana","F",380,3
"Ciprianna","F",5,3
"Cipriano","M",2119,3
"Cira","F",544,2
"Circe","F",127,2
"Cire","F",163,2
"Cire","M",199,2
"Ciree","M",5,2
"Cirena","F",11,3
"Cirenia","F",6,3
"Ciri","F",47,2
"Ciria","F",150,2
"Ciriaco","M",57,3
"Cirila","F",11,3
"Cirildo","M",20,3
"Cirilla","F",34,3
"Cirilo","M",1083,3
"Cirino","M",5,3
"Ciro","M",2264,2
"Cirra","F",5,2
"Cirrus","M",6,2
"Cirsten","F",42,2
"Cisco","M",728,2
"Cisely","F",5,3
"Cissie","F",5,2
"Cissy","F",430,2
"Cita","F",10,2
"Citali","F",15,3
"Citalli","F",32,3
"Citally","F",5,3
"Cithlali","F",6,3
"Cithlaly","F",41,3
"Citialli","F",5,3
"Citlali","F",3669,3
"Citlalic","F",127,3
"Citlalli","F",2205,3
"Citlally","F",563,3
"Citlaly","F",2577,3
"Citori","F",5,3
"Cittlali","F",11,3
"Cittlaly","F",6,3
"Civona","F",5,3
"Ciya","F",27,1
"Ciyah","F",5,1
"Ciyana","F",5,2
"Ciyanna","F",22,2
"Cj","F",133,1
"Cj","M",1162,1
"Cjay","M",37,1
"Clabe","M",45,2
"Clabern","M",5,2
"Clabon","M",27,2
"Claborn","M",85,2
"Claborne","M",5,3
"Cladie","F",53,2
"Clady","F",16,2
"Clae","M",5,1
"Claiborn","M",21,2
"Claiborne","F",27,3
"Claiborne","M",1199,3
"Clair","F",4072,1
"Clair","M",12038,1
"Claira","F",1845,2
"Clairabelle","F",15,4
"Clairah","F",6,2
"Clairann","F",5,2
"Claire","F",182353,2
"Claire","M",2193,2
"Clairece","F",5,3
"Clairemarie","F",11,4
"Clairene","F",47,3
"Clairese","F",22,3
"Clairessa","F",99,3
"Clairice","F",25,3
"Clairissa","F",493,3
"Clairity","F",17,3
"Clairmont","M",21,2
"Clance","M",336,2
"Clancey","F",23,2
"Clancey","M",71,2
"Clancie","F",5,2
"Clancy","F",491,2
"Clancy","M",1206,2
"Clanton","M",146,2
"Clara","F",277227,2
"Clara","M",1011,2
"Clarabel","F",303,3
"Clarabell","F",473,3
"Clarabella","F",47,4
"Clarabelle","F",1712,4
"Clarabeth","F",6,3
"Clarah","F",11,2
"Clarajane","F",10,4
"Claraliz","F",6,3
"Claramae","F",198,3
"Clarance","M",4078,3
"Claranell","F",5,3
"Clarann","F",62,2
"Claranne","F",15,3
"Clararose","F",5,4
"Clarcie","F",36,2
"Clardie","M",7,2
"Clardy","M",5,2
"Clare","F",29012,2
"Clare","M",3052,2
"Clareatha","F",10,3
"Clarece","F",125,3
"Claree","F",57,2
"Clareen","F",55,2
"Clareese","F",5,3
"Claren","F",25,2
"Claren","M",17,2
"Clarena","F",10,3
"Clarenc","M",15,2
"Clarence","F",1859,3
"Clarence","M",302433,3
"Clarencia","F",5,3
"Clarenda","F",15,3
"Clarendon","M",5,3
"Clarene","F",714,3
"Claresa","F",35,3
"Clarese","F",43,3
"Claressa","F",418,3
"Claretha","F",1109,3
"Claretta","F",924,3
"Clarette","F",12,3
"Claria","F",56,2
"Claribel","F",2858,3
"Claribell","F",18,3
"Claribelle","F",42,4
"Clarica","F",11,3
"Clarice","F",25133,3
"Clarice","M",96,3
"Clarie","F",748,2
"Clariece","F",296,3
"Clarina","F",33,3
"Clarince","M",12,3
"Clarinda","F",1325,3
"Clarine","F",1659,3
"Clarion","F",10,2
"Clarion","M",113,2
"Claris","F",973,2
"Claris","M",77,2
"Clarisa","F",3041,3
"Clarise","F",1153,3
"Clarisha","F",17,3
"Clarissa","F",38283,3
"Clarissa","M",21,3
"Clarisse","F",1555,3
"Clarissia","F",69,3
"Claristine","F",7,4
"Clarita","F",1189,3
"Claritha","F",5,3
"Claritsa","F",5,3
"Clarity","F",468,3
"Claritza","F",414,3
"Clarivel","F",80,3
"Clarixa","F",5,3
"Clariza","F",174,3
"Clark","F",191,1
"Clark","M",44590,1
"Clarke","F",667,2
"Clarke","M",3595,2
"Clarkie","F",46,2
"Clarkson","M",97,2
"Clarnce","M",914,2
"Clarnece","M",43,3
"Claro","M",32,2
"Claron","M",168,2
"Clarra","F",13,2
"Clarrisa","F",313,3
"Clarrissa","F",384,3
"Clarsie","F",31,2
"Clary","F",232,2
"Clary","M",177,2
"Claryce","F",215,3
"Clarys","F",5,2
"Claryssa","F",220,3
"Clash","M",11,1
"Classie","F",1607,2
"Classy","F",6,2
"Clata","F",21,2
"Clate","M",40,2
"Clatie","F",74,2
"Claton","M",17,2
"Claud","F",47,1
"Claud","M",10893,1
"Clauda","F",30,2
"Claude","F",952,2
"Claude","M",91001,2
"Claudea","F",5,2
"Claudean","F",459,2
"Claudeen","F",125,2
"Claudel","M",38,2
"Claudell","F",302,2
"Claudell","M",576,2
"Claudelle","F",30,3
"Claudene","F",671,3
"Claudett","F",100,2
"Claudetta","F",286,3
"Claudette","F",18705,3
"Claudette","M",11,3
"Claudia","F",126304,2
"Claudia","M",759,2
"Claudiajoy","F",6,3
"Claudie","F",3739,2
"Claudie","M",2977,2
"Claudina","F",529,3
"Claudine","F",11307,3
"Claudine","M",15,3
"Claudinette","F",7,4
"Claudio","F",27,2
"Claudio","M",5132,2
"Claudis","F",11,2
"Claudis","M",351,2
"Claudius","M",910,2
"Claudy","F",14,2
"Claudy","M",315,2
"Claudya","F",5,2
"Claus","M",366,1
"Clausell","M",5,2
"Clauzell","M",12,2
"Claven","M",5,2
"Clavin","M",111,2
"Clavon","M",5,2
"Clawson","M",5,2
"Claxton","M",285,2
"Clay","F",263,1
"Clay","M",36642,1
"Claybon","M",46,2
"Clayborn","M",736,2
"Clayborne","M",275,3
"Claybourne","M",22,3
"Clayburn","M",240,2
"Clayden","M",72,2
"Claydon","M",6,2
"Claymon","M",5,2
"Clayne","M",5,2
"Clayre","F",40,2
"Clayson","M",147,2
"Clayt","M",20,1
"Clayten","M",226,2
"Claytie","F",11,2
"Claytin","M",50,2
"Clayton","F",584,2
"Clayton","M",129638,2
"Clayvon","M",63,2
"Clea","F",662,1
"Clea","M",10,1
"Cleaburn","M",5,2
"Cleada","F",6,2
"Cleah","F",5,1
"Cleal","M",5,1
"Cleamon","M",37,2
"Cleao","F",10,1
"Cleao","M",5,1
"Cleara","F",5,2
"Clearance","M",651,3
"Clearence","M",1427,3
"Clearnce","M",482,2
"Cleary","F",8,2
"Cleary","M",10,2
"Cleason","M",22,2
"Cleaster","F",110,2
"Cleaster","M",27,2
"Cleaston","M",6,2
"Cleat","M",5,1
"Cleata","F",14,2
"Cleatis","F",21,2
"Cleatis","M",207,2
"Cleatrice","F",15,3
"Cleatus","F",71,2
"Cleatus","M",893,2
"Cleave","M",403,2
"Cleaveland","M",43,3
"Cleaven","M",142,2
"Cleavie","F",16,2
"Cleavland","M",16,2
"Cleavon","M",241,2
"Clebert","M",85,2
"Cleburn","M",124,2
"Cleburne","M",116,3
"Cleda","F",1392,2
"Cledia","F",17,2
"Cledis","M",66,2
"Cledith","F",240,2
"Cledith","M",207,2
"Cledus","M",15,2
"Clee","M",103,1
"Cleetus","F",5,2
"Clegg","M",5,1
"Cleidy","F",6,2
"Cleighton","M",11,2
"Clela","F",287,2
"Cleland","M",246,2
"Clelia","F",513,2
"Clell","M",1221,1
"Clella","F",887,2
"Clellan","M",58,2
"Clellie","F",7,2
"Clellie","M",5,2
"Clellon","M",10,2
"Clem","F",54,1
"Clem","M",4274,1
"Clema","F",196,2
"Cleman","M",12,2
"Clematine","F",10,4
"Clemen","M",12,2
"Clemence","F",484,3
"Clemence","M",418,3
"Clemencia","F",421,3
"Clemens","M",1601,2
"Clement","F",6,2
"Clement","M",13722,2
"Clemente","M",3559,3
"Clementeen","F",17,3
"Clementene","F",27,4
"Clementina","F",1604,4
"Clementine","F",9341,4
"Clements","M",281,2
"Clemet","M",5,2
"Clemetine","F",51,4
"Clemie","F",211,2
"Clemie","M",5,2
"Clemintine","F",5,4
"Clemma","F",161,2
"Clemmie","F",2631,2
"Clemmie","M",972,2
"Clemmon","M",60,2
"Clemon","M",1339,2
"Clemons","M",72,2
"Clemont","M",20,2
"Clemontine","F",13,4
"Clemson","M",17,2
"Clen","M",5,1
"Clenard","M",38,2
"Clendon","M",60,2
"Clennie","F",22,2
"Clennie","M",27,2
"Clennon","M",87,2
"Clenon","M",19,2
"Clent","M",199,1
"Clenton","M",742,2
"Cleo","F",30459,1
"Cleo","M",11369,1
"Cleoda","F",16,2
"Cleodis","M",10,2
"Cleofas","F",50,2
"Cleofas","M",160,2
"Cleofus","M",5,2
"Cleola","F",1196,2
"Cleoma","F",5,2
"Cleon","F",189,1
"Cleon","M",2947,1
"Cleona","F",814,2
"Cleone","F",1320,2
"Cleone","M",5,2
"Cleonia","F",5,2
"Cleonte","M",5,2
"Cleopatra","F",2150,3
"Cleopatria","F",5,3
"Cleopha","F",84,2
"Cleophas","F",23,2
"Cleophas","M",959,2
"Cleophes","M",6,2
"Cleophis","M",40,2
"Cleophus","F",19,2
"Cleophus","M",2023,2
"Cleora","F",1712,2
"Cleoria","F",17,2
"Cleota","F",312,2
"Cleotha","F",292,2
"Cleotha","M",749,2
"Cleother","M",10,2
"Cleothis","M",5,2
"Cleotilde","F",329,3
"Cleotis","M",319,2
"Clera","F",40,2
"Clerance","M",163,3
"Clercie","F",6,2
"Clerence","M",77,3
"Clerissa","F",30,3
"Clermont","M",7,2
"Clero","F",5,2
"Clesha","F",10,2
"Clessie","F",140,2
"Clesson","M",55,2
"Clesta","F",26,2
"Cleste","F",5,2
"Clester","F",31,2
"Clester","M",158,2
"Clestine","F",27,3
"Cleston","M",208,2
"Cleta","F",4012,2
"Clete","M",281,2
"Cletes","M",16,2
"Cletha","F",19,2
"Cletis","F",159,2
"Cletis","M",1602,2
"Cleto","M",180,2
"Cletta","F",54,2
"Cletus","F",272,2
"Cletus","M",7372,2
"Cletys","F",5,2
"Cleva","F",561,2
"Cleve","F",23,2
"Cleve","M",4505,2
"Cleveland","F",87,3
"Cleveland","M",21812,3
"Cleven","M",583,2
"Clever","M",72,2
"Clevester","M",74,3
"Clevette","F",6,3
"Clevia","F",5,2
"Clevie","F",119,2
"Clevie","M",29,2
"Clevland","M",98,2
"Clevon","M",296,2
"Clhoe","F",6,1
"Clida","F",49,2
"Clide","F",37,2
"Clide","M",723,2
"Clidie","F",5,2
"Clidy","F",5,2
"Clif","M",200,1
"Cliff","M",9028,1
"Cliffard","M",142,2
"Cliffie","F",343,2
"Clifford","F",2019,2
"Clifford","M",187099,2
"Cliffton","M",1836,2
"Cliford","M",286,2
"Clift","M",12,1
"Cliftina","F",5,3
"Clifton","F",436,2
"Clifton","M",69470,2
"Clim","M",25,1
"Climmie","F",461,2
"Climmie","M",260,2
"Climon","M",16,2
"Clinard","M",14,2
"Cline","M",844,2
"Clinesha","F",10,3
"Clinetta","F",5,3
"Clinique","F",41,3
"Clinnie","F",6,2
"Clinnie","M",5,2
"Clint","F",54,1
"Clint","M",31981,1
"Clinten","M",93,2
"Clintin","M",30,2
"Clinton","F",433,2
"Clinton","M",96602,2
"Clintona","F",30,3
"Clintonia","F",36,3
"Clio","F",646,1
"Clio","M",25,1
"Cliona","F",20,2
"Clione","F",16,2
"Clista","F",267,2
"Clister","F",10,2
"Cliston","M",11,2
"Clive","M",2827,2
"Clo","F",59,1
"Cloa","F",70,1
"Cloda","F",22,2
"Clodagh","F",131,2
"Clodean","F",5,2
"Clodie","F",16,2
"Cloe","F",3518,1
"Cloe","M",5,1
"Cloee","F",225,1
"Cloetta","F",5,2
"Cloey","F",1844,1
"Cloi","F",5,1
"Cloice","M",10,2
"Cloid","M",37,1
"Cloie","F",1109,1
"Clois","F",271,1
"Clois","M",725,1
"Cloise","M",45,2
"Cloma","F",194,2
"Clomer","M",10,2
"Clora","F",1799,2
"Cloral","M",6,2
"Cloree","F",5,2
"Clorence","M",5,3
"Clorene","F",135,3
"Cloretta","F",23,3
"Cloria","F",181,2
"Clorice","F",25,3
"Clorie","F",10,2
"Clorinda","F",1307,3
"Clorine","F",254,3
"Cloris","F",153,2
"Clorisa","F",51,3
"Clorise","F",5,3
"Clorissa","F",402,3
"Clota","F",15,2
"Clote","F",16,2
"Cloteal","F",471,2
"Clotee","F",203,2
"Cloteen","F",6,2
"Clotell","F",5,2
"Clotene","F",24,3
"Clothilda","F",16,3
"Clothilde","F",241,3
"Clotie","F",5,2
"Clotiel","F",71,2
